events,date
"[{'type': '介绍/引荐', 'offset': [193, 195], 'trigger': '宣传', 'arguments': [{'mention': '上海市', 'offset': [119, 122], 'role': '发布方'}, {'mention': '3月1日', 'offset': [123, 127], 'role': '时间'}]}]",
,2024-04-29
"[{'type': '要求/请求', 'offset': [281, 283], 'trigger': '要求', 'arguments': [{'mention': '英国政府', 'offset': [48, 52], 'role': '发布方'}, {'mention': '2023年3月', 'offset': [40, 47], 'role': '时间'}]}]",
,2024-04-29
"[{'type': '建议', 'offset': [151, 153], 'trigger': '建议', 'arguments': [{'mention': '高碳行业', 'offset': [57, 61], 'role': '投资-obj'}]}]",
,2024-04-29
"[{'type': '组织行为开幕', 'offset': [147, 149], 'trigger': '举行', 'arguments': [{'mention': '中华环境保护基金会携手中国工程院院士、清华大学环境学院教授郝吉明先生', 'offset': [85, 119], 'role': '发布方'}, {'mention': '“碳中和基金”', 'offset': [125, 132], 'role': '发布产品'}]}]",
,2024-04-29
"[{'type': '通知/提醒', 'offset': [190, 192], 'trigger': '发布', 'arguments': [{'mention': '4月20日', 'offset': [174, 179], 'role': '时间'}, {'mention': '中国人民银行等7部门', 'offset': [3, 13], 'role': '发布方'}, {'mention': '《关于推动绿色保险高质量发展的指导意见》', 'offset': [192, 212], 'role': '发布产品'}]}, {'type': '要求/请求', 'offset': [225, 227], 'trigger': '要求', 'arguments': [{'mention': '中国人民银行等7部门', 'offset': [3, 13], 'role': '发布方'}, {'mention': '《关于推动绿色保险高质量发展的指导意见》', 'offset': [192, 212], 'role': '发布产品'}, {'mention': '4月20日', 'offset': [174, 179], 'role': '时间'}]}]",
,2024-04-29
"[{'type': '要求/请求', 'offset': [1288, 1290], 'trigger': '要求', 'arguments': [{'mention': '近日', 'offset': [15, 17], 'role': '时间'}, {'mention': '《关于进一步强化金融支持绿色低碳发展的指导意见》', 'offset': [67, 91], 'role': '发布产品'}]}]",
,2024-04-28
"[{'type': '投资', 'offset': [27, 29], 'trigger': '投资', 'arguments': [{'mention': '滁州市减缓与适应气候变化项目评价标准', 'offset': [233, 251], 'role': '发布产品'}]}]",
,2024-04-28
"[{'type': '要求/请求', 'offset': [144, 146], 'trigger': '要求', 'arguments': [{'mention': '4月25日', 'offset': [107, 112], 'role': '时间'}, {'mention': '绿色保险高质量发展的指导意见', 'offset': [128, 142], 'role': '发布产品'}]}, {'type': '通知/提醒', 'offset': [51, 53], 'trigger': '报告', 'arguments': [{'mention': '绿色保险高质量发展的指导意见', 'offset': [128, 142], 'role': '发布产品'}, {'mention': '4月25日', 'offset': [107, 112], 'role': '时间'}]}]",
,2024-04-28
"[{'type': '介绍/引荐', 'offset': [181, 183], 'trigger': '推介', 'arguments': [{'mention': '23亿元', 'offset': [43, 47], 'role': '投资-money'}, {'mention': '南水北调后续工程中线引江补汉工程', 'offset': [210, 226], 'role': '投资-obj'}]}, {'type': '介绍/引荐', 'offset': [65, 67], 'trigger': '介绍', 'arguments': [{'mention': '23亿元', 'offset': [43, 47], 'role': '投资-money'}, {'mention': '南水北调后续工程中线引江补汉工程', 'offset': [210, 226], 'role': '投资-obj'}]}, {'type': '投资', 'offset': [41, 43], 'trigger': '投资', 'arguments': [{'mention': '南水北调后续工程中线引江补汉工程', 'offset': [210, 226], 'role': '投资-obj'}, {'mention': '23亿元', 'offset': [43, 47], 'role': '投资-money'}]}]",
,2024-04-28
"[{'type': '投资', 'offset': [167, 169], 'trigger': '贷款', 'arguments': [{'mention': '人民银行韶关市分行', 'offset': [19, 28], 'role': '发布方'}, {'mention': '截至2024年3月末', 'offset': [152, 162], 'role': '时间'}, {'mention': '绿色金融街和“零碳网点”', 'offset': [211, 223], 'role': '发布产品'}]}]",
,2024-04-28
"[{'type': '投资', 'offset': [121, 123], 'trigger': '投资', 'arguments': [{'mention': '中央金融工作会议', 'offset': [37, 45], 'role': '发布方'}, {'mention': '2023年12月', 'offset': [28, 36], 'role': '时间'}, {'mention': '绿色金融', 'offset': [12, 16], 'role': '发布产品'}]}]",
,2024-04-28
"[{'type': '签订合同/订立协议', 'offset': [58, 60], 'trigger': '协议', 'arguments': [{'mention': '4月25日', 'offset': [0, 5], 'role': '时间'}, {'mention': '湖南省气象局', 'offset': [6, 12], 'role': '约谈发起方'}]}]",
,2024-04-26
"[{'type': '组织行为开幕', 'offset': [222, 224], 'trigger': '召开', 'arguments': [{'mention': '4月23日', 'offset': [212, 217], 'role': '时间'}, {'mention': '上海浦东', 'offset': [218, 222], 'role': '地点'}]}]",
,2024-04-26
[],
,2024-04-26
"[{'type': '减持', 'offset': [84, 86], 'trigger': '减排', 'arguments': [{'mention': '中国人民银行广东省分行', 'offset': [6, 17], 'role': '约谈发起方'}, {'mention': '4月25日', 'offset': [0, 5], 'role': '时间'}]}]",
,2024-04-26
"[{'type': '支付/给付', 'offset': [11, 13], 'trigger': '投入', 'arguments': [{'mention': '325.80亿元', 'offset': [23, 31], 'role': '投资-money'}, {'mention': '四川省生态环境厅', 'offset': [74, 82], 'role': '投资-obj'}, {'mention': '四川省生态环境厅', 'offset': [74, 82], 'role': '投资-sub'}]}]",
,2024-04-26
"[{'type': '通知/提醒', 'offset': [400, 402], 'trigger': '通知', 'arguments': [{'mention': '金融监管总局', 'offset': [65, 71], 'role': '发布方'}, {'mention': '4月25日', 'offset': [59, 64], 'role': '时间'}]}, {'type': '要求/请求', 'offset': [1948, 1950], 'trigger': '要求', 'arguments': [{'mention': '金融监管总局', 'offset': [65, 71], 'role': '发布方'}, {'mention': '4月25日', 'offset': [59, 64], 'role': '时间'}]}]",
,2024-04-26
"[{'type': '要求/请求', 'offset': [5, 7], 'trigger': '意见', 'arguments': [{'mention': '4月25日', 'offset': [10, 15], 'role': '时间'}]}, {'type': '要求/请求', 'offset': [7, 9], 'trigger': '征求', 'arguments': [{'mention': '4月25日', 'offset': [10, 15], 'role': '时间'}]}, {'type': '要求/请求', 'offset': [1843, 1845], 'trigger': '要求', 'arguments': [{'mention': '4月25日', 'offset': [10, 15], 'role': '时间'}]}]",
,2024-04-26
[],
,2024-04-26
"[{'type': '减持', 'offset': [37, 39], 'trigger': '减排', 'arguments': [{'mention': '东莞银行', 'offset': [183, 187], 'role': '投资-obj'}, {'mention': '130亿元', 'offset': [255, 260], 'role': '投资-money'}, {'mention': '中国人民银行广东省分行', 'offset': [3, 14], 'role': '投资-sub'}, {'mention': '广东华兴银行', 'offset': [188, 194], 'role': '投资-obj'}, {'mention': '广州农村商业银行', 'offset': [195, 203], 'role': '投资-obj'}, {'mention': '广东顺德农村商业银行', 'offset': [204, 214], 'role': '投资-obj'}]}]",
,2024-04-26
"[{'type': '要求/请求', 'offset': [1288, 1290], 'trigger': '要求', 'arguments': [{'mention': '近日', 'offset': [15, 17], 'role': '时间'}, {'mention': '《关于进一步强化金融支持绿色低碳发展的指导意见》', 'offset': [67, 91], 'role': '发布产品'}]}]",
,2024-04-26
"[{'type': '通知/提醒', 'offset': [33, 35], 'trigger': '宣布', 'arguments': [{'mention': '金融服务领域的可持续金融专家', 'offset': [79, 93], 'role': '发布产品'}, {'mention': '4月17日', 'offset': [0, 5], 'role': '时间'}, {'mention': '技能提升和再培训计划', 'offset': [65, 75], 'role': '发布产品'}]}, {'type': '支付/给付', 'offset': [43, 45], 'trigger': '拨款', 'arguments': [{'mention': '金融服务领域的可持续金融专家', 'offset': [79, 93], 'role': '发布产品'}, {'mention': '4月17日', 'offset': [0, 5], 'role': '时间'}, {'mention': '技能提升和再培训计划', 'offset': [65, 75], 'role': '发布产品'}]}]",
,2024-04-26
"[{'type': '提供', 'offset': [82, 84], 'trigger': '提供', 'arguments': [{'mention': '太阳能、风电、水电、核电等能源产业', 'offset': [49, 66], 'role': '投资-obj'}, {'mention': '国家金融监督管理总局', 'offset': [0, 10], 'role': '投资-sub'}]}]",
,2024-04-25
"[{'type': '提供', 'offset': [56, 58], 'trigger': '提供', 'arguments': [{'mention': '涉碳数据保险', 'offset': [101, 107], 'role': '发布产品'}]}, {'type': '通知/提醒', 'offset': [10, 12], 'trigger': '发布', 'arguments': [{'mention': '涉碳数据保险', 'offset': [101, 107], 'role': '发布产品'}]}]",
,2024-04-25
"[{'type': '投资', 'offset': [59, 61], 'trigger': '投资', 'arguments': []}]",
,2024-04-25
"[{'type': '要求/请求', 'offset': [1288, 1290], 'trigger': '要求', 'arguments': [{'mention': '近日', 'offset': [15, 17], 'role': '时间'}, {'mention': '《关于进一步强化金融支持绿色低碳发展的指导意见》', 'offset': [67, 91], 'role': '发布产品'}]}]",
,2024-04-25
"[{'type': '通知/提醒', 'offset': [133, 135], 'trigger': '表示', 'arguments': [{'mention': '商业银行', 'offset': [231, 235], 'role': '投资-sub'}, {'mention': '碳账户', 'offset': [53, 56], 'role': '投资-obj'}]}, {'type': '支付/给付', 'offset': [10, 12], 'trigger': '兑换', 'arguments': [{'mention': '碳账户', 'offset': [53, 56], 'role': '投资-obj'}, {'mention': '商业银行', 'offset': [231, 235], 'role': '投资-sub'}]}]",
,2024-04-25
"[{'type': '签订合同/订立协议', 'offset': [64, 66], 'trigger': '合作', 'arguments': [{'mention': '浙江高盛输变电设备股份有限公司', 'offset': [133, 148], 'role': '投资-obj'}, {'mention': '2024年4月7日', 'offset': [88, 97], 'role': '投资-date'}, {'mention': '浙江高盛输变电设备股份有限公司', 'offset': [133, 148], 'role': '投资-sub'}, {'mention': '2000万元', 'offset': [152, 158], 'role': '投资-money'}]}, {'type': '提供', 'offset': [67, 69], 'trigger': '推出', 'arguments': [{'mention': '2024年4月7日', 'offset': [88, 97], 'role': '投资-date'}, {'mention': '浙江高盛输变电设备股份有限公司', 'offset': [133, 148], 'role': '投资-sub'}, {'mention': '2000万元', 'offset': [152, 158], 'role': '投资-money'}, {'mention': '浙江高盛输变电设备股份有限公司', 'offset': [133, 148], 'role': '投资-obj'}]}, {'type': '提供', 'offset': [148, 150], 'trigger': '提供', 'arguments': [{'mention': '浙江高盛输变电设备股份有限公司', 'offset': [133, 148], 'role': '投资-sub'}, {'mention': '2024年4月7日', 'offset': [88, 97], 'role': '投资-date'}, {'mention': '2000万元', 'offset': [152, 158], 'role': '投资-money'}, {'mention': '浙江高盛输变电设备股份有限公司', 'offset': [133, 148], 'role': '投资-obj'}]}, {'type': '支付/给付', 'offset': [215, 217], 'trigger': '垫款', 'arguments': [{'mention': '2000万元', 'offset': [152, 158], 'role': '投资-money'}, {'mention': '浙江高盛输变电设备股份有限公司', 'offset': [133, 148], 'role': '投资-sub'}, {'mention': '2024年4月7日', 'offset': [88, 97], 'role': '投资-date'}, {'mention': '浙江高盛输变电设备股份有限公司', 'offset': [133, 148], 'role': '投资-obj'}]}]",
,2024-04-25
"[{'type': '通知/提醒', 'offset': [21, 23], 'trigger': '发布', 'arguments': [{'mention': '近日', 'offset': [0, 2], 'role': '时间'}, {'mention': '中国人民银行、国家发改委等七部门', 'offset': [3, 19], 'role': '发布方'}, {'mention': '《关于进一步强化金融支持绿色低碳发展的指导意见》', 'offset': [23, 47], 'role': '发布产品'}]}, {'type': '要求/请求', 'offset': [64, 66], 'trigger': '要求', 'arguments': [{'mention': '中国人民银行、国家发改委等七部门', 'offset': [3, 19], 'role': '发布方'}, {'mention': '《关于进一步强化金融支持绿色低碳发展的指导意见》', 'offset': [23, 47], 'role': '发布产品'}, {'mention': '近日', 'offset': [0, 2], 'role': '时间'}]}]",
,2024-04-24
"[{'type': '制造', 'offset': [124, 126], 'trigger': '生产', 'arguments': [{'mention': '圣戈班中国', 'offset': [205, 210], 'role': '投资-obj'}, {'mention': '4月24日', 'offset': [22, 27], 'role': '投资-date'}, {'mention': '汇丰中国', 'offset': [16, 20], 'role': '投资-sub'}]}, {'type': '提供', 'offset': [65, 67], 'trigger': '提供', 'arguments': [{'mention': '4月24日', 'offset': [22, 27], 'role': '投资-date'}, {'mention': '汇丰中国', 'offset': [16, 20], 'role': '投资-sub'}, {'mention': '圣戈班中国', 'offset': [205, 210], 'role': '投资-obj'}]}, {'type': '通知/提醒', 'offset': [27, 29], 'trigger': '宣布', 'arguments': [{'mention': '汇丰中国', 'offset': [16, 20], 'role': '投资-sub'}, {'mention': '圣戈班中国', 'offset': [205, 210], 'role': '投资-obj'}, {'mention': '4月24日', 'offset': [22, 27], 'role': '投资-date'}]}]",
,2024-04-24
"[{'type': '投资', 'offset': [55, 57], 'trigger': '投资', 'arguments': []}]",
,2024-04-24
"[{'type': '要求/请求', 'offset': [72, 74], 'trigger': '号召', 'arguments': [{'mention': '中央金融工作会议', 'offset': [199, 207], 'role': '发布方'}, {'mention': '2023年10月', 'offset': [191, 199], 'role': '时间'}, {'mention': '科技金融、绿色金融、普惠金融、养老金融、数字金融五篇大文章', 'offset': [214, 243], 'role': '发布产品'}]}]",
,2024-04-23
"[{'type': '组织行为开幕', 'offset': [122, 124], 'trigger': '合办', 'arguments': [{'mention': '香港金发局', 'offset': [108, 113], 'role': '地点'}, {'mention': '4月23日', 'offset': [95, 100], 'role': '时间'}, {'mention': '中国责任投资论坛', 'offset': [114, 122], 'role': '地点'}, {'mention': '香港地球之友', 'offset': [101, 107], 'role': '地点'}, {'mention': '地球日论坛2024', 'offset': [125, 134], 'role': '活动名称'}]}]",
,2024-04-23
"[{'type': '投资', 'offset': [45, 47], 'trigger': '投入', 'arguments': [{'mention': '脉动', 'offset': [15, 17], 'role': '发布方'}, {'mention': '“同护地球”产业链气候行动基金', 'offset': [21, 36], 'role': '发布产品'}, {'mention': '4月22日', 'offset': [0, 5], 'role': '时间'}]}, {'type': '制造', 'offset': [121, 123], 'trigger': '生产', 'arguments': [{'mention': '脉动', 'offset': [15, 17], 'role': '发布方'}, {'mention': '“同护地球”产业链气候行动基金', 'offset': [21, 36], 'role': '发布产品'}, {'mention': '4月22日', 'offset': [0, 5], 'role': '时间'}]}, {'type': '介绍/引荐', 'offset': [1942, 1944], 'trigger': '介绍', 'arguments': [{'mention': '“同护地球”产业链气候行动基金', 'offset': [21, 36], 'role': '发布产品'}, {'mention': '4月22日', 'offset': [0, 5], 'role': '时间'}, {'mention': '脉动', 'offset': [15, 17], 'role': '发布方'}]}]",
,2024-04-23
[],
,2024-04-23
"[{'type': '放贷', 'offset': [382, 384], 'trigger': '贷款', 'arguments': [{'mention': '上海市最大集中式光伏电站', 'offset': [200, 212], 'role': '投资-obj'}, {'mention': '中行上海市分行', 'offset': [19, 26], 'role': '投资-sub'}]}]",
,2024-04-23
"[{'type': '放贷', 'offset': [1055, 1057], 'trigger': '贷款', 'arguments': [{'mention': '绿色金融', 'offset': [1, 5], 'role': '投资-obj'}, {'mention': '多家银行以及一些银行理财子公司', 'offset': [231, 246], 'role': '投资-sub'}]}]",
,2024-04-23
"[{'type': '要求/请求', 'offset': [866, 868], 'trigger': '要求', 'arguments': [{'mention': '中央金融工作会议', 'offset': [0, 8], 'role': '发布方'}, {'mention': '中央金融工作会议', 'offset': [0, 8], 'role': '时间'}, {'mention': '“科技金融、绿色金融、普惠金融、养老金融、数字金融”', 'offset': [32, 58], 'role': '发布产品'}]}]",
,2024-04-22
"[{'type': 'broadcast', 'offset': [211, 219], 'trigger': 'announce', 'arguments': [{'mention': 'today', 'offset': [220, 225], 'role': 'time'}]}, {'type': '投资', 'offset': [53, 55], 'trigger': '募集', 'arguments': []}, {'type': '投资', 'offset': [76, 78], 'trigger': '筹集', 'arguments': []}]",
,2024-04-22
"[{'type': '介绍/引荐', 'offset': [602, 604], 'trigger': '介绍', 'arguments': [{'mention': '2024年4月22日', 'offset': [0, 10], 'role': '时间'}, {'mention': '第55个“世界地球日”', 'offset': [12, 23], 'role': '活动名称'}, {'mention': '世界地球日', 'offset': [17, 22], 'role': '地点'}]}]",
,2024-04-22
"[{'type': '投资', 'offset': [481, 483], 'trigger': '投资', 'arguments': [{'mention': '中航产融服务集团', 'offset': [116, 124], 'role': '投资-obj'}, {'mention': '中航产融', 'offset': [3, 7], 'role': '投资-sub'}, {'mention': '超过300亿元', 'offset': [129, 136], 'role': '投资-money'}]}, {'type': '获利', 'offset': [168, 170], 'trigger': '荣获', 'arguments': [{'mention': '中航产融服务集团', 'offset': [116, 124], 'role': '投资-obj'}, {'mention': '中航产融', 'offset': [3, 7], 'role': '投资-sub'}, {'mention': '超过300亿元', 'offset': [129, 136], 'role': '投资-money'}]}]",
